split_index,set,ligand_id
0,train,10395
0,train,10396
0,train,10398
0,train,10399
0,train,104
0,train,1040
0,train,10400
0,train,10406
0,train,10408
0,train,10409
0,train,10410
0,train,10411
0,train,10412
0,train,10413
0,train,10414
0,train,10415
0,train,10416
0,train,10417
0,train,10419
0,train,1042
0,train,10425
0,train,10427
0,train,10429
0,train,1043
0,train,10435
0,train,10436
0,train,10438
0,train,10439
0,train,1044
0,train,10440
0,train,10441
0,train,10442
0,train,10446
0,train,10447
0,train,10449
0,train,1045
0,train,10452
0,train,10453
0,train,10462
0,train,10464
0,train,10466
0,train,10468
0,train,10469
0,train,10471
0,train,10472
0,train,10473
0,train,10474
0,train,10475
0,train,10476
0,train,10478
0,train,10479
0,train,1048
0,train,10480
0,train,10481
0,train,10484
0,train,10485
0,train,10486
0,train,10487
0,train,10488
0,train,1049
0,train,10490
0,train,10492
0,train,10493
0,train,10494
0,train,10496
0,train,10498
0,train,10499
0,train,105
0,train,1050
0,train,10500
0,train,10503
0,train,10504
0,train,10505
0,train,10506
0,train,10509
0,train,10511
0,train,10512
0,train,10514
0,train,10515
0,train,10516
0,train,10517
0,train,10518
0,train,10520
0,train,10523
0,train,10524
0,train,10525
0,train,10529
0,train,1053
0,train,10530
0,train,10531
0,train,10533
0,train,10534
0,train,10535
0,train,10540
0,train,10552
0,train,10554
0,train,10556
0,train,10557
0,train,10559
0,train,1056
0,train,10560
0,train,10563
0,train,10564
0,train,10565
0,train,10566
0,train,10567
0,train,10568
0,train,10569
0,train,1057
0,train,10570
0,train,10571
0,train,10573
0,train,10574
0,train,10575
0,train,10576
0,train,10578
0,train,1058
0,train,10580
0,train,10581
0,train,10583
0,train,10584
0,train,10585
0,train,10587
0,train,10588
0,train,10590
0,train,10591
0,train,10592
0,train,10594
0,train,10595
0,train,10596
0,train,10597
0,train,10598
0,train,10599
0,train,106
0,train,1060
0,train,10600
0,train,10603
0,train,10604
0,train,10606
0,train,10607
0,train,10608
0,train,10609
0,train,1061
0,train,10611
0,train,10612
0,train,10613
0,train,10614
0,train,10615
0,train,10616
0,train,10618
0,train,10619
0,train,1062
0,train,10620
0,train,10621
0,train,10623
0,train,10624
0,train,10628
0,train,10629
0,train,10630
0,train,10631
0,train,10632
0,train,10633
0,train,10634
0,train,10635
0,train,10636
0,train,10638
0,train,10639
0,train,1064
0,train,10640
0,train,10641
0,train,10642
0,train,10643
0,train,10644
0,train,10645
0,train,10646
0,train,10648
0,train,10649
0,train,1065
0,train,10652
0,train,10654
0,train,10655
0,train,10656
0,train,10658
0,train,10659
0,train,1066
0,train,10662
0,train,10663
0,train,10664
0,train,10665
0,train,10666
0,train,10667
0,train,10668
0,train,10669
0,train,1067
0,train,10670
0,train,10672
0,train,10673
0,train,10674
0,train,10676
0,train,10677
0,train,10678
0,train,10679
0,train,10681
0,train,10683
0,train,10684
0,train,10685
0,train,10686
0,train,10687
0,train,10688
0,train,10689
0,train,10690
0,train,10691
0,train,10692
0,train,10695
0,train,10696
0,train,10699
0,train,10700
0,train,10701
0,train,10702
0,train,10704
0,train,10705
0,train,10706
0,train,10708
0,train,1071
0,train,10710
0,train,10711
0,train,10712
0,train,10713
0,train,10714
0,train,10715
0,train,10716
0,train,10717
0,train,10719
0,train,1072
0,train,10720
0,train,10721
0,train,10722
0,train,10723
0,train,10725
0,train,10726
0,train,10728
0,train,1073
0,train,10730
0,train,10731
0,train,10732
0,train,10733
0,train,1074
0,train,10740
0,train,10742
0,train,10743
0,train,10745
0,train,10746
0,train,10747
0,train,10748
0,train,10749
0,train,1075
0,train,10750
0,train,10751
0,train,10754
0,train,10755
0,train,10756
0,train,10758
0,train,1076
0,train,10760
0,train,10761
0,train,10762
0,train,10763
0,train,10764
0,train,10765
0,train,10766
0,train,10769
0,train,10770
0,train,10771
0,train,10772
0,train,10774
0,train,10777
0,train,10778
0,train,10779
0,train,1078
0,train,10780
0,train,10781
0,train,10782
0,train,10783
0,train,10784
0,train,10785
0,train,10786
0,train,10787
0,train,10788
0,train,10789
0,train,10790
0,train,10791
0,train,10792
0,train,10793
0,train,10795
0,train,10796
0,train,10798
0,train,10799
0,train,108
0,train,1080
0,train,10800
0,train,10802
0,train,10804
0,train,10805
0,train,10806
0,train,10807
0,train,10808
0,train,10809
0,train,1081
0,train,10810
0,train,10812
0,train,10813
0,train,10815
0,train,10817
0,train,10818
0,train,10819
0,train,10820
0,train,10821
0,train,10822
0,train,10824
0,train,10825
0,train,10826
0,train,10828
0,train,1083
0,train,10830
0,train,10831
0,train,10832
0,train,10833
0,train,10834
0,train,10835
0,train,10836
0,train,10837
0,train,10839
0,train,1084
0,train,10840
0,train,10842
0,train,10844
0,train,10848
0,train,1085
0,train,10850
0,train,10852
0,train,10853
0,train,10854
0,train,10857
0,train,10858
0,train,1086
0,train,10860
0,train,10861
0,train,10864
0,train,10865
0,train,10868
0,train,10869
0,train,10870
0,train,10872
0,train,10873
0,train,10877
0,train,10879
0,train,1088
0,train,10880
0,train,10883
0,train,10885
0,train,10886
0,train,10889
0,train,10892
0,train,10895
0,train,10896
0,train,10897
0,train,10898
0,train,10899
0,train,1090
0,train,10901
0,train,10902
0,train,10905
0,train,10906
0,train,10907
0,train,10908
0,train,10909
0,train,1091
0,train,10910
0,train,10911
0,train,10912
0,train,10913
0,train,10914
0,train,10915
0,train,10916
0,train,10917
0,train,10919
0,train,1092
0,train,10920
0,train,10924
0,train,10926
0,train,10928
0,train,1093
0,train,10930
0,train,10931
0,train,10932
0,train,10934
0,train,10935
0,train,10936
0,train,10937
0,train,10938
0,train,10939
0,train,10948
0,train,10949
0,train,1095
0,train,10955
0,train,10956
0,train,1097
0,train,10977
0,train,10978
0,train,1098
0,train,10980
0,train,10981
0,train,10983
0,train,10984
0,train,10985
0,train,10987
0,train,10988
0,train,10989
0,train,1099
0,train,10991
0,train,10992
0,train,10996
0,train,10997
0,train,10998
0,train,11
0,train,1100
0,train,11000
0,train,11001
0,train,11002
0,train,11003
0,train,11005
0,train,11006
0,train,11007
0,train,11009
0,train,11010
0,train,11012
0,train,11013
0,train,11014
0,train,11016
0,train,11017
0,train,11018
0,train,1102
0,train,11020
0,train,11022
0,train,11023
0,train,11024
0,train,11027
0,train,11029
0,train,1103
0,train,11030
0,train,11035
0,train,11036
0,train,11037
0,train,11038
0,train,11039
0,train,1104
0,train,11040
0,train,11041
0,train,11042
0,train,11043
0,train,11044
0,train,11058
0,train,1106
0,train,11060
0,train,11061
0,train,11062
0,train,1107
0,train,11070
0,train,11074
0,train,11075
0,train,11077
0,train,11079
0,train,1108
0,train,11082
0,train,11084
0,train,11087
0,train,11088
0,train,11089
0,train,1109
0,train,11090
0,train,11092
0,train,11093
0,train,11095
0,train,11096
0,train,11097
0,train,1110
0,train,11100
0,train,11101
0,train,11103
0,train,11105
0,train,11108
0,train,1111
0,train,11110
0,train,11111
0,train,11112
0,train,11113
0,train,11115
0,train,11116
0,train,11118
0,train,1112
0,train,11120
0,train,11121
0,train,11122
0,train,11124
0,train,11125
0,train,11126
0,train,11127
0,train,11128
0,train,11129
0,train,11130
0,train,11131
0,train,11132
0,train,11133
0,train,11135
0,train,11137
0,train,11138
0,train,11140
0,train,11145
0,train,11146
0,train,11147
0,train,11148
0,train,11150
0,train,11153
0,train,11154
0,train,11155
0,train,11156
0,train,11157
0,train,11159
0,train,11160
0,train,11161
0,train,11164
0,train,11168
0,train,11169
0,train,1117
0,train,11172
0,train,11173
0,train,11174
0,train,11176
0,train,11178
0,train,1118
0,train,11183
0,train,11185
0,train,11186
0,train,11188
0,train,11189
0,train,1119
0,train,11190
0,train,11191
0,train,11193
0,train,11199
0,train,1120
0,train,11200
0,train,11202
0,train,11203
0,train,11204
0,train,11205
0,train,11206
0,train,11207
0,train,11209
0,train,1121
0,train,11210
0,train,11212
0,train,11214
0,train,11215
0,train,11218
0,train,11219
0,train,1122
0,train,11220
0,train,11221
0,train,11222
0,train,11227
0,train,11228
0,train,11229
0,train,11234
0,train,11235
0,train,11236
0,train,11238
0,train,11239
0,train,1124
0,train,11240
0,train,11241
0,train,11243
0,train,11244
0,train,11245
0,train,11247
0,train,11249
0,train,1125
0,train,11252
0,train,11256
0,train,11257
0,train,11258
0,train,1126
0,train,11260
0,train,11261
0,train,11263
0,train,11264
0,train,1127
0,train,1128
0,train,11283
0,train,11285
0,train,11286
0,train,11287
0,train,1129
0,train,11292
0,train,113
0,train,1130
0,train,11301
0,train,11302
0,train,11304
0,train,11305
0,train,11306
0,train,11307
0,train,11308
0,train,11309
0,train,1131
0,train,11310
0,train,11311
0,train,11313
0,train,11314
0,train,11315
0,train,11317
0,train,1132
0,train,11320
0,train,11321
0,train,11322
0,train,11327
0,train,11328
0,train,11329
0,train,1133
0,train,11330
0,train,11331
0,train,11332
0,train,11333
0,train,11334
0,train,11335
0,train,11336
0,train,11337
0,train,11338
0,train,11339
0,train,1134
0,train,11341
0,train,11342
0,train,11345
0,train,11348
0,train,11349
0,train,1135
0,train,11351
0,train,11352
0,train,11354
0,train,1136
0,train,11363
0,train,11365
0,train,11367
0,train,11368
0,train,11369
0,train,1137
0,train,11370
0,train,11371
0,train,11372
0,train,11373
0,train,11374
0,train,11377
0,train,11378
0,train,11379
0,train,11382
0,train,11384
0,train,11387
0,train,11389
0,train,11395
0,train,11397
0,train,11398
0,train,11399
0,train,11405
0,train,11406
0,train,11407
0,train,11409
0,train,1141
0,train,11411
0,train,11412
0,train,11413
0,train,11416
0,train,11417
0,train,11419
0,train,1142
0,train,11420
0,train,11423
0,train,11424
0,train,11425
0,train,11426
0,train,11427
0,train,1143
0,train,11431
0,train,11433
0,train,11434
0,train,11435
0,train,11436
0,train,11437
0,train,11438
0,train,11439
0,train,1144
0,train,11441
0,train,11443
0,train,11444
0,train,11445
0,train,11446
0,train,11447
0,train,11449
0,train,11450
0,train,11452
0,train,11454
0,train,11456
0,train,11462
0,train,11466
0,train,11467
0,train,11468
0,train,11469
0,train,1147
0,train,11472
0,train,11477
0,train,11478
0,train,11480
0,train,11481
0,train,11482
0,train,11485
0,train,11487
0,train,11488
0,train,1149
0,train,11491
0,train,11492
0,train,11493
0,train,11494
0,train,11497
0,train,11498
0,train,11499
0,train,115
0,train,1150
0,train,11500
0,train,11501
0,train,11503
0,train,11504
0,train,11509
0,train,1151
0,train,11510
0,train,11511
0,train,11512
0,train,11513
0,train,11514
0,train,11515
0,train,11517
0,train,11518
0,train,11519
0,train,1152
0,train,11524
0,train,11525
0,train,11526
0,train,1153
0,train,11531
0,train,11532
0,train,11537
0,train,11538
0,train,1154
0,train,11540
0,train,11541
0,train,11542
0,train,11543
0,train,11544
0,train,11546
0,train,11547
0,train,11548
0,train,11549
0,train,11550
0,train,11551
0,train,11553
0,train,11555
0,train,11556
0,train,11557
0,train,11560
0,train,11562
0,train,11564
0,train,11565
0,train,11566
0,train,11567
0,train,11568
0,train,11569
0,train,1157
0,train,11578
0,train,11579
0,train,11580
0,train,11581
0,train,11582
0,train,11583
0,train,11584
0,train,11585
0,train,11586
0,train,11587
0,train,11588
0,train,1159
0,train,11598
0,train,116
0,train,1160
0,train,11600
0,train,11601
0,train,11602
0,train,11603
0,train,11604
0,train,11605
0,train,11606
0,train,11608
0,train,11609
0,train,1161
0,train,11610
0,train,11613
0,train,1162
0,train,11624
0,train,11626
0,train,11627
0,train,11628
0,train,11631
0,train,11632
0,train,11633
0,train,11634
0,train,11637
0,train,11638
0,train,11639
0,train,1164
0,train,11643
0,train,11644
0,train,11646
0,train,11649
0,train,1165
0,train,11656
0,train,1166
0,train,11669
0,train,1168
0,train,11680
0,train,11683
0,train,11684
0,train,11685
0,train,11691
0,train,11692
0,train,11694
0,train,11696
0,train,11697
0,train,11699
0,train,1170
0,train,11700
0,train,11701
0,train,11702
0,train,11704
0,train,1171
0,train,11711
0,train,11714
0,train,11715
0,train,11716
0,train,1172
0,train,11721
0,train,11722
0,train,11723
0,train,11724
0,train,11725
0,train,11728
0,train,11729
0,train,1173
0,train,11730
0,train,11731
0,train,11734
0,train,11735
0,train,11736
0,train,1174
0,train,11747
0,train,1175
0,train,11751
0,train,11753
0,train,11756
0,train,11758
0,train,1176
0,train,11760
0,train,11761
0,train,11764
0,train,11766
0,train,11767
0,train,11768
0,train,11769
0,train,11771
0,train,11773
0,train,11774
0,train,11776
0,train,11778
0,train,11780
0,train,11793
0,train,11796
0,train,118
0,train,1180
0,train,11806
0,train,11807
0,train,11809
0,train,11813
0,train,11814
0,train,11815
0,train,11816
0,train,11817
0,train,11818
0,train,11819
0,train,1182
0,train,11820
0,train,11822
0,train,11823
0,train,11824
0,train,11825
0,train,11826
0,train,11827
0,train,11828
0,train,11829
0,train,11830
0,train,11831
0,train,11832
0,train,11834
0,train,11836
0,train,11837
0,train,11838
0,train,1184
0,train,11840
0,train,11842
0,train,11843
0,train,11844
0,train,11845
0,train,11847
0,train,11849
0,train,1185
0,train,1186
0,train,11860
0,train,11862
0,train,11863
0,train,11865
0,train,1187
0,train,1188
0,train,11881
0,train,11882
0,train,11889
0,train,1189
0,train,11891
0,train,119
0,train,11902
0,train,11909
0,train,11913
0,train,11914
0,train,1192
0,train,11921
0,train,11923
0,train,11924
0,train,11925
0,train,11926
0,train,11927
0,train,11928
0,train,1193
0,train,11933
0,train,11935
0,train,11938
0,train,11939
0,train,1194
0,train,11941
0,train,11942
0,train,11943
0,train,11946
0,train,11947
0,train,11948
0,train,11949
0,train,1195
0,train,11950
0,train,11952
0,train,11953
0,train,11954
0,train,11955
0,train,11958
0,train,11959
0,train,11960
0,train,11962
0,train,11963
0,train,11964
0,train,11965
0,train,11966
0,train,11967
0,train,11968
0,train,11969
0,train,11970
0,train,11971
0,train,11972
0,train,11973
0,train,11974
0,train,11975
0,train,11976
0,train,11977
0,train,11978
0,train,11979
0,train,1198
0,train,11980
0,train,11981
0,train,11982
0,train,11983
0,train,11985
0,train,11987
0,train,11988
0,train,11989
0,train,11990
0,train,11991
0,train,11992
0,train,11994
0,train,11995
0,train,11999
0,train,12
0,train,12001
0,train,12002
0,train,12014
0,train,12018
0,train,12019
0,train,12022
0,train,12023
0,train,12024
0,train,1203
0,train,1204
0,train,12042
0,train,12045
0,train,12046
0,train,12050
0,train,12051
0,train,12052
0,train,12053
0,train,12056
0,train,12057
0,train,1206
0,train,12060
0,train,12061
0,train,12062
0,train,12063
0,train,12067
0,train,1207
0,train,12071
0,train,1208
0,train,12083
0,train,12085
0,train,12086
0,train,12088
0,train,12089
0,train,1209
0,train,12091
0,train,12093
0,train,12094
0,train,12096
0,train,12097
0,train,12098
0,train,121
0,train,1210
0,train,12101
0,train,12102
0,train,12104
0,train,12105
0,train,12106
0,train,12107
0,train,12109
0,train,1211
0,train,12111
0,train,12117
0,train,12118
0,train,12119
0,train,1212
0,train,12120
0,train,12121
0,train,12123
0,train,12124
0,train,12125
0,train,12126
0,train,12128
0,train,12129
0,train,1213
0,train,12130
0,train,12135
0,train,12136
0,train,1214
0,train,1215
0,train,12152
0,train,12153
0,train,12154
0,train,12158
0,train,12159
0,train,1216
0,train,12168
0,train,1217
0,train,12170
0,train,12172
0,train,12173
0,train,12174
0,train,12177
0,train,12178
0,train,12182
0,train,12183
0,train,12184
0,train,12185
0,train,12187
0,train,12188
0,train,12189
0,train,12190
0,train,12191
0,train,12192
0,train,12193
0,train,12195
0,train,12196
0,train,12197
0,train,12199
0,train,122
0,train,1220
0,train,12200
0,train,12201
0,train,12202
0,train,12203
0,train,12204
0,train,12208
0,train,1221
0,train,12210
0,train,12212
0,train,12213
0,train,12214
0,train,12215
0,train,12218
0,train,1222
0,train,12221
0,train,12222
0,train,12223
0,train,12228
0,train,12229
0,train,12230
0,train,12231
0,train,1224
0,train,12241
0,train,12242
0,train,12243
0,train,12244
0,train,12245
0,train,12246
0,train,12249
0,train,1225
0,train,12252
0,train,12253
0,train,12257
0,train,12258
0,train,1226
0,train,12260
0,train,12261
0,train,12262
0,train,12264
0,train,12265
0,train,1227
0,train,12278
0,train,12279
0,train,1228
0,train,12280
0,train,12281
0,train,12283
0,train,12284
0,train,12285
0,train,12286
0,train,1229
0,train,12293
0,train,12294
0,train,12295
0,train,12296
0,train,12297
0,train,12298
0,train,123
0,train,12300
0,train,12301
0,train,12304
0,train,12305
0,train,12306
0,train,12307
0,train,12309
0,train,12310
0,train,12312
0,train,12313
0,train,12314
0,train,12315
0,train,12318
0,train,1232
0,train,12326
0,train,1233
0,train,12339
0,train,1234
0,train,12340
0,train,12341
0,train,1235
0,train,12351
0,train,12356
0,train,12369
0,train,12370
0,train,12371
0,train,12375
0,train,12376
0,train,12378
0,train,12379
0,train,1238
0,train,12380
0,train,12381
0,train,12382
0,train,12383
0,train,12384
0,train,12385
0,train,12386
0,train,12387
0,train,1239
0,train,12393
0,train,12395
0,train,124
0,train,1240
0,train,12402
0,train,1241
0,train,1242
0,train,12420
0,train,12421
0,train,12422
0,train,12423
0,train,12428
0,train,12429
0,train,12430
0,train,12431
0,train,12432
0,train,12433
0,train,12435
0,train,12436
0,train,12437
0,train,12438
0,train,12439
0,train,1244
0,train,12445
0,train,12448
0,train,1245
0,train,12450
0,train,12451
0,train,12452
0,train,12453
0,train,12455
0,train,12456
0,train,12457
0,train,12458
0,train,12459
0,train,12460
0,train,12461
0,train,12462
0,train,12463
0,train,12464
0,train,12465
0,train,12466
0,train,12467
0,train,12468
0,train,12469
0,train,1247
0,train,12470
0,train,12471
0,train,12472
0,train,12473
0,train,12474
0,train,12475
0,train,12476
0,train,12478
0,train,12479
0,train,1248
0,train,12480
0,train,12481
0,train,12482
0,train,12483
0,train,12484
0,train,12485
0,train,12486
0,train,1249
0,train,12493
0,train,12494
0,train,12496
0,train,12497
0,train,12498
0,train,12499
0,train,125
0,train,1250
0,train,12502
0,train,12503
0,train,12504
0,train,12507
0,train,12509
0,train,1251
0,train,12510
0,train,12511
0,train,12512
0,train,12513
0,train,12514
0,train,12515
0,train,12516
0,train,12517
0,train,1252
0,train,12523
0,train,12524
0,train,12527
0,train,1253
0,train,12531
0,train,12532
0,train,12533
0,train,12534
0,train,12535
0,train,12536
0,train,12537
0,train,12538
0,train,12540
0,train,12544
0,train,12547
0,train,1255
0,train,12555
0,train,12556
0,train,12557
0,train,12559
0,train,1256
0,train,12560
0,train,12561
0,train,12563
0,train,12564
0,train,12568
0,train,12569
0,train,1257
0,train,12570
0,train,12571
0,train,12572
0,train,12573
0,train,12574
0,train,12577
0,train,12578
0,train,12579
0,train,1258
0,train,12580
0,train,12582
0,train,12583
0,train,12585
0,train,12586
0,train,12587
0,train,12588
0,train,1259
0,train,12590
0,train,12592
0,train,12595
0,train,12596
0,train,12597
0,train,126
0,train,12600
0,train,12601
0,train,12602
0,train,12605
0,train,12606
0,train,12607
0,train,12608
0,train,12609
0,train,1261
0,train,12610
0,train,12611
0,train,12612
0,train,12615
0,train,12617
0,train,1262
0,train,12620
0,train,12622
0,train,12623
0,train,12625
0,train,12627
0,train,12629
0,train,1263
0,train,12630
0,train,12631
0,train,12632
0,train,12633
0,train,12637
0,train,12638
0,train,12639
0,train,1264
0,train,12640
0,train,12641
0,train,12643
0,train,12644
0,train,12645
0,train,12646
0,train,12648
0,train,12649
0,train,12652
0,train,12656
0,train,12657
0,train,12659
0,train,1266
0,train,12660
0,train,12662
0,train,12664
0,train,12666
0,train,12669
0,train,1267
0,train,12670
0,train,12671
0,train,12673
0,train,12674
0,train,12675
0,train,12678
0,train,1268
0,train,12680
0,train,12681
0,train,12682
0,train,12683
0,train,12684
0,train,12685
0,train,12686
0,train,12688
0,train,12689
0,train,12690
0,train,12692
0,train,12693
0,train,12694
0,train,12695
0,train,12696
0,train,12698
0,train,12699
0,train,127
0,train,1270
0,train,12700
0,train,12705
0,train,12709
0,train,1271
0,train,12711
0,train,12713
0,train,1272
0,train,12720
0,train,12721
0,train,12722
0,train,12723
0,train,12726
0,train,12727
0,train,12728
0,train,12729
0,train,1273
0,train,12730
0,train,12731
0,train,12732
0,train,12735
0,train,12736
0,train,12737
0,train,12738
0,train,12739
0,train,1274
0,train,12741
0,train,12742
0,train,12743
0,train,12745
0,train,12746
0,train,12747
0,train,12748
0,train,12749
0,train,1275
0,train,12751
0,train,12752
0,train,12753
0,train,12754
0,train,12756
0,train,12757
0,train,1276
0,train,12760
0,train,12761
0,train,12762
0,train,12763
0,train,12764
0,train,12767
0,train,12768
0,train,12769
0,train,1277
0,train,12770
0,train,12771
0,train,12772
0,train,12774
0,train,12777
0,train,12778
0,train,12780
0,train,12781
0,train,12783
0,train,12784
0,train,12785
0,train,12790
0,train,12791
0,train,12794
0,train,12795
0,train,12796
0,train,12797
0,train,12798
0,train,12799
0,train,128
0,train,1280
0,train,12800
0,train,12805
0,train,12806
0,train,12807
0,train,12808
0,train,12809
0,train,12811
0,train,12812
0,train,12814
0,train,12815
0,train,12816
0,train,12818
0,train,1282
0,train,12822
0,train,12823
0,train,12824
0,train,12825
0,train,12829
0,train,1283
0,train,12830
0,train,12831
0,train,12832
0,train,12833
0,train,12834
0,train,12835
0,train,12836
0,train,12837
0,train,1284
0,train,12841
0,train,12843
0,train,12844
0,train,12845
0,train,12846
0,train,12847
0,train,1285
0,train,12853
0,train,12855
0,train,12856
0,train,12858
0,train,12859
0,train,12861
0,train,12863
0,train,12864
0,train,12866
0,train,12867
0,train,12868
0,train,12869
0,train,1287
0,train,12871
0,train,12875
0,train,12877
0,train,12881
0,train,12882
0,train,12883
0,train,12885
0,train,12888
0,train,12889
0,train,1289
0,train,12890
0,train,12891
0,train,12892
0,train,12893
0,train,12894
0,train,12895
0,train,12896
0,train,12898
0,train,129
0,train,12900
0,train,12901
0,train,12902
0,train,12903
0,train,12904
0,train,12905
0,train,12906
0,train,12907
0,train,12908
0,train,12910
0,train,12911
0,train,12913
0,train,12914
0,train,12917
0,train,12918
0,train,12919
0,train,1292
0,train,12920
0,train,12921
0,train,12922
0,train,12923
0,train,12924
0,train,12925
0,train,12926
0,train,12927
0,train,12928
0,train,12929
0,train,1293
0,train,12930
0,train,12932
0,train,12934
0,train,12935
0,train,12936
0,train,12937
0,train,12938
0,train,12939
0,train,12940
0,train,12941
0,train,12942
0,train,12944
0,train,12949
0,train,12951
0,train,12952
0,train,12953
0,train,12955
0,train,12957
0,train,12958
0,train,12959
0,train,1296
0,train,12960
0,train,12962
0,train,12967
0,train,12968
0,train,1297
0,train,12971
0,train,12974
0,train,12976
0,train,12977
0,train,12978
0,train,12979
0,train,12980
0,train,12981
0,train,12982
0,train,12984
0,train,12985
0,train,12988
0,train,1299
0,train,12995
0,train,12996
0,train,12999
0,train,13
0,train,1300
0,train,13000
0,train,13001
0,train,1301
0,train,13018
0,train,1302
0,train,13020
0,train,13021
0,train,13022
0,train,13023
0,train,13024
0,train,13026
0,train,13028
0,train,1303
0,train,13030
0,train,13031
0,train,13032
0,train,13033
0,train,13035
0,train,13036
0,train,13038
0,train,13039
0,train,1304
0,train,13040
0,train,13042
0,train,13043
0,train,13044
0,train,13046
0,train,13047
0,train,13048
0,train,13049
0,train,13056
0,train,13057
0,train,13058
0,train,13059
0,train,1306
0,train,13060
0,train,13061
0,train,13062
0,train,13063
0,train,13064
0,train,13065
0,train,13067
0,train,1307
0,train,13072
0,train,13073
0,train,13074
0,train,13075
0,train,13077
0,train,1308
0,train,13081
0,train,13082
0,train,13084
0,train,13085
0,train,13087
0,train,13089
0,train,1309
0,train,13090
0,train,13091
0,train,13092
0,train,13093
0,train,13094
0,train,13095
0,train,13097
0,train,13098
0,train,13099
0,train,131
0,train,1310
0,train,13101
0,train,13102
0,train,13103
0,train,13105
0,train,13107
0,train,13109
0,train,13111
0,train,13114
0,train,13116
0,train,13117
0,train,13121
0,train,13131
0,train,13134
0,train,13135
0,train,13139
0,train,1314
0,train,13141
0,train,13142
0,train,13144
0,train,13145
0,train,13146
0,train,13147
0,train,13148
0,train,13150
0,train,13153
0,train,13154
0,train,13156
0,train,13157
0,train,13158
0,train,13159
0,train,1316
0,train,13162
0,train,13163
0,train,13165
0,train,13166
0,train,13167
0,train,13168
0,train,13169
0,train,1317
0,train,13170
0,train,13172
0,train,13173
0,train,13175
0,train,1318
0,train,13180
0,train,13184
0,train,13185
0,train,13186
0,train,1319
0,train,13191
0,train,13193
0,train,13194
0,train,13196
0,train,13197
0,train,1320
0,train,13200
0,train,13201
0,train,13202
0,train,13206
0,train,13209
